weight,age,height,size
58,36.0,154.94,M
61,34.0,165.1,M
61,44.0,177.8,M
64,27.0,165.1,M
54,21.0,160.02,M
58,64.0,172.72,M
52,32.0,170.18,M
61,35.0,175.26,M
56,28.0,170.18,M
58,28.0,165.1,M
65,26.0,172.72,M
62,37.0,170.18,M
58,25.0,165.1,M
59,33.0,162.56,M
56,38.0,160.02,M
56,31.0,160.02,M
58,42.0,170.18,M
56,34.0,165.1,M
49,23.0,154.94,M
58,30.0,167.64,M
58,0.0,172.72,M
58,18.0,172.72,M
63,29.0,175.26,M
55,30.0,162.56,M
59,28.0,167.64,M
50,52.0,160.02,M
63,32.0,175.26,M
55,26.0,170.18,M
56,26.0,157.48,M
57,24.0,160.02,M
61,25.0,167.64,M
61,30.0,160.02,M
61,38.0,172.72,M
53,40.0,160.02,M
58,33.0,162.56,M
56,32.0,167.64,M
63,21.0,177.8,M
60,50.0,160.02,M
50,32.0,160.02,M
54,52.0,152.4,M
53,47.0,165.1,M
58,38.0,167.64,M
54,32.0,154.94,M
56,28.0,165.1,M
63,32.0,165.1,M
58,29.0,162.56,M
61,35.0,172.72,M
65,29.0,160.02,M
58,35.0,165.1,M
52,39.0,165.1,M
54,35.0,154.94,M
56,45.0,162.56,M
61,22.0,165.1,M
54,32.0,157.48,M
59,31.0,162.56,M
58,36.0,162.56,M
62,35.0,167.64,M
49,29.0,160.02,M
56,33.0,162.56,M
55,26.0,170.18,M
61,36.0,170.18,M
62,29.0,167.64,M
63,32.0,177.8,M
68,27.0,177.8,M
58,35.0,157.48,M
58,27.0,167.64,M
58,29.0,157.48,M
56,24.0,167.64,M
61,31.0,170.18,M
57,28.0,162.56,M
56,30.0,165.1,M
58,23.0,175.26,M
56,27.0,160.02,M
57,53.0,170.18,M
65,26.0,172.72,M
58,30.0,170.18,M
63,38.0,160.02,M
52,27.0,157.48,M
61,25.0,167.64,M
58,45.0,170.18,M
56,37.0,165.1,M
57,27.0,162.56,M
56,36.0,154.94,M
56,24.0,160.02,M
61,28.0,170.18,M
61,28.0,175.26,M
61,28.0,157.48,M
61,46.0,157.48,M
49,32.0,157.48,M
56,27.0,149.86,M
58,30.0,160.02,M
54,32.0,162.56,M
61,43.0,170.18,M
58,26.0,170.18,M
55,51.0,165.1,M
65,30.0,165.1,M
58,54.0,167.64,M
63,22.0,177.8,M
58,31.0,160.02,M
55,37.0,167.64,M
58,25.0,167.64,M
52,36.0,162.56,M
57,28.0,167.64,M
56,27.0,162.56,M
54,36.0,160.02,M
56,33.0,162.56,M
58,33.0,157.48,M
50,28.0,157.48,M
61,38.0,165.1,M
61,29.0,172.72,M
59,30.0,162.56,M
61,42.0,177.8,M
53,26.0,157.48,M
50,38.0,167.64,M
62,33.0,175.26,M
56,28.0,167.64,M
61,29.0,167.64,M
56,37.0,162.56,M
58,25.0,167.64,M
54,30.0,157.48,M
52,41.0,165.1,M
57,28.0,167.64,M
58,23.0,167.64,M
52,117.0,165.1,M
60,34.0,162.56,M
61,25.0,165.1,M
53,39.0,154.94,M
58,33.0,177.8,M
55,44.0,162.56,M
57,53.0,154.94,M
63,27.0,170.18,M
56,21.0,157.48,M
56,24.0,162.56,M
61,26.0,167.64,M
62,33.0,165.1,M
57,21.0,167.64,M
58,32.0,165.1,M
63,35.0,172.72,M
61,23.0,167.64,M
58,41.0,165.1,M
54,38.0,160.02,M
56,34.0,160.02,M
56,43.0,170.18,M
54,47.0,165.1,M
56,31.0,157.48,M
63,34.0,172.72,M
61,29.0,170.18,M
59,34.0,162.56,M
56,24.0,165.1,M
63,38.0,165.1,M
58,26.0,160.02,M
59,37.0,170.18,M
65,47.0,167.64,M
56,27.0,160.02,M
58,33.0,167.64,M
57,37.0,165.1,M
68,33.0,167.64,M
61,45.0,165.1,M
63,18.0,170.18,M
61,42.0,157.48,M
63,19.0,172.72,M
65,29.0,154.94,M
68,28.0,165.1,M
61,28.0,172.72,M
54,27.0,162.56,M
53,27.0,160.02,M
58,32.0,160.02,M
65,27.0,170.18,M
54,55.0,165.1,M
58,30.0,165.1,M
65,31.0,170.18,M
54,44.0,170.18,M
56,41.0,154.94,M
61,25.0,165.1,M
53,33.0,152.4,M
61,29.0,172.72,M
56,52.0,160.02,M
61,41.0,170.18,M
65,32.0,167.64,M
58,36.0,160.02,M
61,50.0,157.48,M
56,31.0,162.56,M
56,33.0,152.4,M
54,32.0,162.56,M
58,34.0,175.26,M
56,25.0,165.1,M
57,36.0,165.1,M
61,30.0,167.64,M
58,29.0,167.64,M
63,37.0,162.56,M
61,29.0,180.34,M
56,31.0,167.64,M
58,21.0,162.56,M
58,41.0,162.56,M
54,38.0,160.02,M
58,28.0,175.26,M
61,30.0,157.48,M
65,29.0,170.18,M
54,33.0,162.56,M
61,28.0,162.56,M
57,48.0,165.1,M
61,33.0,160.02,M
65,29.0,165.1,M
58,34.0,175.26,M
47,49.0,152.4,M
58,31.0,162.56,M
52,35.0,152.4,M
61,34.0,170.18,M
61,25.0,162.56,M
54,29.0,160.02,M
56,38.0,165.1,M
68,46.0,157.48,M
61,51.0,162.56,M
61,38.0,162.56,M
58,29.0,162.56,M
63,32.0,167.64,M
54,59.0,160.02,M
61,45.0,172.72,M
58,28.0,175.26,M
62,48.0,167.64,M
57,26.0,162.56,M
52,39.0,162.56,M
61,25.0,160.02,M
70,33.0,175.26,M
63,24.0,165.1,M
58,33.0,162.56,M
59,36.0,167.64,M
58,35.0,167.64,M
58,32.0,165.1,M
63,38.0,170.18,M
74,32.0,157.48,M
58,43.0,175.26,M
56,33.0,162.56,M
58,24.0,180.34,M
57,33.0,165.1,M
61,35.0,170.18,M
58,22.0,160.02,M
56,28.0,162.56,M
54,39.0,162.56,M
66,35.0,172.72,M
59,30.0,165.1,M
60,32.0,167.64,M
53,26.0,167.64,M
55,44.0,162.56,M
63,26.0,170.18,M
58,46.0,165.1,M
61,33.0,172.72,M
62,40.0,160.02,M
58,38.0,172.72,M
58,37.0,160.02,M
58,34.0,157.48,M
48,43.0,162.56,M
61,33.0,170.18,M
61,39.0,165.1,M
58,34.0,160.02,M
56,32.0,154.94,M
57,45.0,172.72,M
65,34.0,170.18,M
58,30.0,172.72,M
61,27.0,165.1,M
58,52.0,165.1,M
52,38.0,160.02,M
54,34.0,167.64,M
58,31.0,162.56,M
65,28.0,170.18,M
57,42.0,165.1,M
58,37.0,165.1,M
58,33.0,177.8,M
56,32.0,170.18,M
54,24.0,157.48,M
56,31.0,154.94,M
54,29.0,165.1,M
52,26.0,162.56,M
62,48.0,170.18,M
54,37.0,172.72,M
54,31.0,152.4,M
58,37.0,167.64,M
61,36.0,165.1,M
65,33.0,160.02,M
62,30.0,170.18,M
61,32.0,165.1,M
58,31.0,162.56,M
62,29.0,167.64,M
50,40.0,154.94,M
58,31.0,165.1,M
55,35.0,162.56,M
49,23.0,154.94,M
63,32.0,172.72,M
63,29.0,165.1,M
56,33.0,165.1,M
58,41.0,172.72,M
64,29.0,170.18,M
53,32.0,175.26,M
58,23.0,167.64,M
72,27.0,170.18,M
58,44.0,167.64,M
63,39.0,165.1,M
61,37.0,162.56,M
55,44.0,167.64,M
58,36.0,167.64,M
50,22.0,167.64,M
58,29.0,170.18,M
61,37.0,157.48,M
58,28.0,165.1,M
61,33.0,175.26,M
54,34.0,167.64,M
56,27.0,167.64,M
61,25.0,162.56,M
65,40.0,162.56,M
61,26.0,162.56,M
56,36.0,165.1,M
59,33.0,172.72,M
58,39.0,170.18,M
57,20.0,157.48,M
56,30.0,160.02,M
54,25.0,172.72,M
61,35.0,165.1,M
56,31.0,167.64,M
58,27.0,165.1,M
58,31.0,165.1,M
52,55.0,157.48,M
67,51.0,170.18,M
67,30.0,172.72,M
49,22.0,152.4,M
53,28.0,154.94,M
61,28.0,160.02,M
58,26.0,160.02,M
60,23.0,162.56,M
54,33.0,157.48,M
58,36.0,170.18,M
59,31.0,165.1,M
56,28.0,167.64,M
57,32.0,160.02,M
53,21.0,170.18,M
65,30.0,167.64,M
61,33.0,170.18,M
58,29.0,165.1,M
54,28.0,157.48,M
57,41.0,165.1,M
60,30.0,160.02,M
61,37.0,175.26,M
63,28.0,177.8,M
58,33.0,162.56,M
53,39.0,160.02,M
58,41.0,162.56,M
56,42.0,160.02,M
58,48.0,170.18,M
63,43.0,175.26,M
58,22.0,157.48,M
56,34.0,172.72,M
54,29.0,157.48,M
56,25.0,167.64,M
58,28.0,167.64,M
60,30.0,162.56,M
61,34.0,165.1,M
65,47.0,170.18,M
58,31.0,170.18,M
54,30.0,154.94,M
61,33.0,154.94,M
61,30.0,167.64,M
61,33.0,172.72,M
61,36.0,177.8,M
56,31.0,167.64,M
56,38.0,167.64,M
61,32.0,180.34,M
53,20.0,157.48,M
61,36.0,165.1,M
58,34.0,167.64,M
54,54.0,170.18,M
58,42.0,165.1,M
56,39.0,167.64,M
56,26.0,180.34,M
56,37.0,165.1,M
61,37.0,172.72,M
68,34.0,172.72,M
60,30.0,167.64,M
56,27.0,170.18,M
65,27.0,180.34,M
63,33.0,167.64,M
54,31.0,160.02,M
49,34.0,160.02,M
71,31.0,170.18,M
57,30.0,162.56,M
61,28.0,162.56,M
56,36.0,165.1,M
53,32.0,165.1,M
61,30.0,170.18,M
65,32.0,162.56,M
55,32.0,160.02,M
55,23.0,160.02,M
56,26.0,165.1,M
61,27.0,165.1,M
57,41.0,162.56,M
56,20.0,160.02,M
61,23.0,167.64,M
65,49.0,167.64,M
52,34.0,162.56,M
58,47.0,167.64,M
58,39.0,167.64,M
56,32.0,154.94,M
57,40.0,162.56,M
53,31.0,157.48,M
57,29.0,165.1,M
56,48.0,162.56,M
63,25.0,177.8,M
56,31.0,160.02,M
48,53.0,160.02,M
58,30.0,170.18,M
58,42.0,160.02,M
54,23.0,154.94,M
56,30.0,167.64,M
60,31.0,175.26,M
58,31.0,167.64,M
59,34.0,160.02,M
57,30.0,175.26,M
49,24.0,167.64,M
60,30.0,172.72,M
58,47.0,162.56,M
60,33.0,160.02,M
61,28.0,165.1,M
54,26.0,162.56,M
58,45.0,170.18,M
59,40.0,160.02,M
65,28.0,165.1,M
56,39.0,160.02,M
61,27.0,165.1,M
58,37.0,157.48,M
59,37.0,157.48,M
53,48.0,154.94,M
56,24.0,162.56,M
63,35.0,165.1,M
56,31.0,160.02,M
56,28.0,157.48,M
62,30.0,157.48,M
58,26.0,162.56,M
61,32.0,167.64,M
56,24.0,167.64,M
58,26.0,170.18,M
57,39.0,167.64,M
58,35.0,154.94,M
55,25.0,165.1,M
59,40.0,165.1,M
58,44.0,172.72,M
63,30.0,180.34,M
68,35.0,162.56,M
58,20.0,157.48,M
61,28.0,167.64,M
56,48.0,162.56,M
65,33.0,162.56,M
58,35.0,162.56,M
62,21.0,170.18,M
58,30.0,177.8,M
61,25.0,165.1,M
55,35.0,160.02,M
59,47.0,154.94,M
58,62.0,167.64,M
54,34.0,160.02,M
65,29.0,167.64,M
49,39.0,160.02,M
63,27.0,165.1,M
58,50.0,167.64,M
58,26.0,165.1,M
56,27.0,177.8,M
52,28.0,157.48,M
63,32.0,177.8,M
48,40.0,154.94,M
55,28.0,157.48,M
56,38.0,175.26,M
51,29.0,167.64,M
56,31.0,165.1,M
56,34.0,167.64,M
58,35.0,172.72,M
63,21.0,175.26,M
61,28.0,162.56,M
61,20.0,167.64,M
58,30.0,175.26,M
52,44.0,154.94,M
50,26.0,165.1,M
65,31.0,175.26,M
58,30.0,160.02,M
50,29.0,152.4,M
49,24.0,167.64,M
61,34.0,177.8,M
63,24.0,170.18,M
58,33.0,172.72,M
61,31.0,160.02,M
54,47.0,152.4,M
63,27.0,170.18,M
58,51.0,162.56,M
56,31.0,162.56,M
61,32.0,172.72,M
58,30.0,152.4,M
56,41.0,167.64,M
56,34.0,157.48,M
55,26.0,170.18,M
61,41.0,167.64,M
56,29.0,162.56,M
58,30.0,162.56,M
63,33.0,167.64,M
58,30.0,165.1,M
58,32.0,167.64,M
63,30.0,170.18,M
61,32.0,172.72,M
55,26.0,170.18,M
56,36.0,165.1,M
53,17.0,167.64,M
61,37.0,167.64,M
64,26.0,177.8,M
58,33.0,167.64,M
56,29.0,162.56,M
63,31.0,170.18,M
58,34.0,170.18,M
58,27.0,162.56,M
49,44.0,157.48,M
62,38.0,177.8,M
63,30.0,170.18,M
61,36.0,180.34,M
58,20.0,170.18,M
58,23.0,167.64,M
63,27.0,162.56,M
47,25.0,157.48,M
61,30.0,162.56,M
56,34.0,162.56,M
52,31.0,160.02,M
63,30.0,165.1,M
61,18.0,170.18,M
55,29.0,162.56,M
57,37.0,170.18,M
63,45.0,170.18,M
57,55.0,175.26,M
56,29.0,152.4,M
56,44.0,162.56,M
63,36.0,167.64,M
66,40.0,177.8,M
54,28.0,160.02,M
57,34.0,157.48,M
61,34.0,160.02,M
63,36.0,167.64,M
56,38.0,160.02,M
58,30.0,162.56,M
59,32.0,170.18,M
50,36.0,157.48,M
56,39.0,154.94,M
68,23.0,167.64,M
65,41.0,172.72,M
65,32.0,182.88,M
61,34.0,162.56,M
52,32.0,160.02,M
54,29.0,165.1,M
56,29.0,162.56,M
62,38.0,165.1,M
56,30.0,160.02,M
56,35.0,170.18,M
63,33.0,162.56,M
56,44.0,160.02,M
68,18.0,167.64,M
61,25.0,167.64,M
52,33.0,162.56,M
48,50.0,152.4,M
56,31.0,160.02,M
61,33.0,165.1,M
58,31.0,165.1,M
56,29.0,160.02,M
68,32.0,172.72,M
58,30.0,172.72,M
55,53.0,170.18,M
63,34.0,185.42,M
58,24.0,165.1,M
63,30.0,167.64,M
56,47.0,160.02,M
58,27.0,157.48,M
55,26.0,170.18,M
56,31.0,167.64,M
58,29.0,167.64,M
61,31.0,170.18,M
61,28.0,170.18,M
58,28.0,162.56,M
63,31.0,167.64,M
61,21.0,175.26,M
58,29.0,175.26,M
48,30.0,149.86,M
65,37.0,170.18,M
58,28.0,152.4,M
61,31.0,162.56,M
52,25.0,157.48,M
77,31.0,157.48,M
54,54.0,157.48,M
54,31.0,162.56,M
54,26.0,167.64,M
58,32.0,170.18,M
58,31.0,160.02,M
50,32.0,160.02,M
58,35.0,167.64,M
61,33.0,167.64,M
58,30.0,162.56,M
58,29.0,160.02,M
50,31.0,162.56,M
61,26.0,165.1,M
58,27.0,162.56,M
53,34.0,157.48,M
61,42.0,152.4,M
63,39.0,175.26,M
58,23.0,170.18,M
61,30.0,170.18,M
62,27.0,165.1,M
58,27.0,165.1,M
61,30.0,167.64,M
53,26.0,167.64,M
58,37.0,172.72,M
61,29.0,160.02,M
65,26.0,170.18,M
68,33.0,162.56,M
58,32.0,154.94,M
56,44.0,154.94,M
58,21.0,165.1,M
56,30.0,160.02,M
58,32.0,165.1,M
58,29.0,167.64,M
61,22.0,165.1,M
54,36.0,154.94,M
72,30.0,165.1,M
68,30.0,175.26,M
58,34.0,162.56,M
63,34.0,162.56,M
56,54.0,160.02,M
63,26.0,172.72,M
58,37.0,167.64,M
65,36.0,170.18,M
58,34.0,165.1,M
58,37.0,165.1,M
58,41.0,160.02,M
56,32.0,154.94,M
68,21.0,170.18,M
54,45.0,162.56,M
56,29.0,165.1,M
49,35.0,165.1,M
58,36.0,170.18,M
59,38.0,170.18,M
57,53.0,170.18,M
59,29.0,162.56,M
61,58.0,165.1,M
63,34.0,162.56,M
61,26.0,162.56,M
52,36.0,160.02,M
58,35.0,162.56,M
58,32.0,170.18,M
54,27.0,165.1,M
58,27.0,162.56,M
56,29.0,165.1,M
63,26.0,165.1,M
58,35.0,162.56,M
48,33.0,162.56,M
52,30.0,167.64,M
49,22.0,157.48,M
52,26.0,162.56,M
47,26.0,154.94,M
56,29.0,157.48,M
61,29.0,165.1,M
62,37.0,160.02,M
63,38.0,172.72,M
61,36.0,172.72,M
61,41.0,167.64,M
58,31.0,149.86,M
65,24.0,170.18,M
61,29.0,157.48,M
54,34.0,162.56,M
52,54.0,160.02,M
54,45.0,165.1,M
54,38.0,165.1,M
60,28.0,160.02,M
56,58.0,170.18,M
56,47.0,165.1,M
57,28.0,162.56,M
56,31.0,160.02,M
61,30.0,167.64,M
57,26.0,162.56,M
68,30.0,170.18,M
58,37.0,175.26,M
56,31.0,172.72,M
54,32.0,165.1,M
61,33.0,162.56,M
61,29.0,165.1,M
58,33.0,160.02,M
61,29.0,165.1,M
60,36.0,162.56,M
58,32.0,167.64,M
54,47.0,162.56,M
57,30.0,162.56,M
58,37.0,170.18,M
58,32.0,165.1,M
58,38.0,157.48,M
52,37.0,160.02,M
58,25.0,165.1,M
58,26.0,167.64,M
62,32.0,175.26,M
62,34.0,165.1,M
56,31.0,160.02,M
61,36.0,170.18,M
61,28.0,167.64,M
58,49.0,172.72,M
64,29.0,165.1,M
61,34.0,160.02,M
56,25.0,160.02,M
61,30.0,165.1,M
61,47.0,170.18,M
53,32.0,160.02,M
63,32.0,175.26,M
61,31.0,154.94,M
63,37.0,162.56,M
58,40.0,162.56,M
61,34.0,170.18,M
54,36.0,160.02,M
60,45.0,175.26,M
58,20.0,165.1,M
58,32.0,172.72,M
56,29.0,165.1,M
58,34.0,170.18,M
65,33.0,175.26,M
60,36.0,172.72,M
62,42.0,180.34,M
62,27.0,160.02,M
58,41.0,165.1,M
58,54.0,162.56,M
65,32.0,167.64,M
63,30.0,165.1,M
70,32.0,172.72,M
58,27.0,157.48,M
63,32.0,170.18,M
61,27.0,175.26,M
59,38.0,175.26,M
55,25.0,160.02,M
58,29.0,162.56,M
58,23.0,175.26,M
58,22.0,175.26,M
63,35.0,165.1,M
56,32.0,172.72,M
54,33.0,157.48,M
61,29.0,177.8,M
58,34.0,172.72,M
56,33.0,157.48,M
63,27.0,160.02,M
53,33.0,152.4,M
56,30.0,160.02,M
59,44.0,177.8,M
56,32.0,160.02,M
60,29.0,167.64,M
57,50.0,152.4,M
65,31.0,167.64,M
58,27.0,167.64,M
53,47.0,162.56,M
58,51.0,165.1,M
58,34.0,177.8,M
58,50.0,162.56,M
56,31.0,165.1,M
56,32.0,157.48,M
58,42.0,172.72,M
58,32.0,167.64,M
56,29.0,167.64,M
58,31.0,172.72,M
59,36.0,170.18,M
54,32.0,154.94,M
62,27.0,162.56,M
65,33.0,170.18,M
50,33.0,152.4,M
61,35.0,165.1,M
47,28.0,149.86,M
61,32.0,170.18,M
58,30.0,167.64,M
52,45.0,157.48,M
61,32.0,157.48,M
61,29.0,170.18,M
55,48.0,165.1,M
54,47.0,157.48,M
61,46.0,165.1,M
58,24.0,165.1,M
52,47.0,165.1,M
61,24.0,162.56,M
61,26.0,167.64,M
63,30.0,180.34,M
61,34.0,172.72,M
61,29.0,165.1,M
58,20.0,157.48,M
61,29.0,165.1,M
58,32.0,157.48,M
61,31.0,162.56,M
56,41.0,162.56,M
61,32.0,162.56,M
58,31.0,157.48,M
59,47.0,177.8,M
58,36.0,165.1,M
54,54.0,170.18,M
58,37.0,162.56,M
59,36.0,162.56,M
61,48.0,177.8,M
58,31.0,167.64,M
56,28.0,160.02,M
58,47.0,152.4,M
58,42.0,165.1,M
58,35.0,175.26,M
60,31.0,160.02,M
56,30.0,172.72,M
63,32.0,175.26,M
63,33.0,167.64,M
53,40.0,160.02,M
61,45.0,172.72,M
58,33.0,165.1,M
54,27.0,172.72,M
64,26.0,160.02,M
54,25.0,167.64,M
61,27.0,162.56,M
54,37.0,165.1,M
61,39.0,162.56,M
65,44.0,167.64,M
52,54.0,157.48,M
68,39.0,177.8,M
64,33.0,162.56,M
58,32.0,175.26,M
58,50.0,167.64,M
62,31.0,170.18,M
58,28.0,165.1,M
61,32.0,162.56,M
61,28.0,167.64,M
58,37.0,160.02,M
61,25.0,162.56,M
59,38.0,177.8,M
55,35.0,162.56,M
63,33.0,180.34,M
63,23.0,172.72,M
60,53.0,162.56,M
58,44.0,162.56,M
62,29.0,170.18,M
74,46.0,172.72,M
49,34.0,162.56,M
65,33.0,182.88,M
56,31.0,160.02,M
54,21.0,162.56,S
51,35.0,157.48,S
49,28.0,162.56,S
54,24.0,167.64,S
58,28.0,165.1,S
54,22.0,160.02,S
49,4.0,165.1,S
54,38.0,167.64,S
55,26.0,170.18,S
47,38.0,162.56,S
52,32.0,160.02,S
48,26.0,162.56,S
56,40.0,165.1,S
56,31.0,167.64,S
54,34.0,167.64,S
54,31.0,157.48,S
57,33.0,162.56,S
56,26.0,154.94,S
54,38.0,162.56,S
58,27.0,165.1,S
48,30.0,154.94,S
47,25.0,162.56,S
56,27.0,165.1,S
58,39.0,170.18,S
58,33.0,165.1,S
47,43.0,157.48,S
47,31.0,160.02,S
54,37.0,162.56,S
58,31.0,157.48,S
58,27.0,165.1,S
54,22.0,170.18,S
49,37.0,157.48,S
53,34.0,167.64,S
52,29.0,157.48,S
50,43.0,154.94,S
50,31.0,154.94,S
54,25.0,160.02,S
56,28.0,170.18,S
56,31.0,170.18,S
52,25.0,157.48,S
61,29.0,165.1,S
56,35.0,167.64,S
48,40.0,154.94,S
61,35.0,172.72,S
52,36.0,170.18,S
56,30.0,175.26,S
61,26.0,170.18,S
47,36.0,170.18,S
50,41.0,162.56,S
63,20.0,175.26,S
62,35.0,162.56,S
49,31.0,160.02,S
56,35.0,162.56,S
58,27.0,167.64,S
56,25.0,170.18,S
58,34.0,160.02,S
50,28.0,160.02,S
54,34.0,162.56,S
60,39.0,170.18,S
55,36.0,175.26,S
48,21.0,157.48,S
51,33.0,157.48,S
61,32.0,154.94,S
54,33.0,160.02,S
52,30.0,162.56,S
53,36.0,160.02,S
54,37.0,157.48,S
61,30.0,162.56,S
52,49.0,167.64,S
56,29.0,165.1,S
49,30.0,165.1,S
53,30.0,162.56,S
52,33.0,157.48,S
51,25.0,162.56,S
56,23.0,167.64,S
47,27.0,157.48,S
52,21.0,162.56,S
53,36.0,162.56,S
56,32.0,165.1,S
52,38.0,167.64,S
47,25.0,157.48,S
54,31.0,160.02,S
54,27.0,167.64,S
56,27.0,170.18,S
52,49.0,165.1,S
48,35.0,162.56,S
53,45.0,154.94,S
48,30.0,160.02,S
54,38.0,162.56,S
58,34.0,175.26,S
57,32.0,165.1,S
54,35.0,157.48,S
52,30.0,160.02,S
56,37.0,165.1,S
58,30.0,167.64,S
54,28.0,172.72,S
49,27.0,172.72,S
56,34.0,172.72,S
56,31.0,177.8,S
58,38.0,167.64,S
51,45.0,160.02,S
53,30.0,162.56,S
52,37.0,152.4,S
45,45.0,157.48,S
60,28.0,170.18,S
54,24.0,172.72,S
58,23.0,165.1,S
52,27.0,157.48,S
49,34.0,154.94,S
58,27.0,170.18,S
56,27.0,172.72,S
57,45.0,162.56,S
49,35.0,157.48,S
58,29.0,165.1,S
71,43.0,167.64,S
56,40.0,167.64,S
52,32.0,165.1,S
58,31.0,180.34,S
49,36.0,157.48,S
53,47.0,165.1,S
46,37.0,154.94,S
52,37.0,157.48,S
58,33.0,172.72,S
47,38.0,162.56,S
53,42.0,160.02,S
43,31.0,144.78,S
56,30.0,177.8,S
55,27.0,165.1,S
56,28.0,170.18,S
61,37.0,172.72,S
52,32.0,167.64,S
63,34.0,180.34,S
51,32.0,154.94,S
45,31.0,149.86,S
56,31.0,167.64,S
53,45.0,154.94,S
50,33.0,157.48,S
54,23.0,177.8,S
54,26.0,170.18,S
56,32.0,170.18,S
53,34.0,157.48,S
56,26.0,175.26,S
56,23.0,167.64,S
56,40.0,170.18,S
52,29.0,162.56,S
61,38.0,167.64,S
54,27.0,162.56,S
58,32.0,162.56,S
54,34.0,167.64,S
56,41.0,162.56,S
56,37.0,172.72,S
57,30.0,157.48,S
53,31.0,154.94,S
55,26.0,170.18,S
58,26.0,172.72,S
56,33.0,167.64,S
58,29.0,149.86,S
49,28.0,165.1,S
52,30.0,160.02,S
53,32.0,152.4,S
58,32.0,165.1,S
49,35.0,157.48,S
47,117.0,152.4,S
54,28.0,172.72,S
56,32.0,160.02,S
53,46.0,160.02,S
53,34.0,162.56,S
58,36.0,160.02,S
61,37.0,167.64,S
54,32.0,152.4,S
52,38.0,160.02,S
56,32.0,157.48,S
54,48.0,167.64,S
53,26.0,157.48,S
50,40.0,154.94,S
54,32.0,167.64,S
58,30.0,167.64,S
50,35.0,154.94,S
56,31.0,167.64,S
56,32.0,167.64,S
45,42.0,152.4,S
54,32.0,162.56,S
54,33.0,167.64,S
55,27.0,160.02,S
52,28.0,160.02,S
56,28.0,167.64,S
61,31.0,172.72,S
52,48.0,157.48,S
58,21.0,170.18,S
58,29.0,154.94,S
48,30.0,167.64,S
58,41.0,162.56,S
54,37.0,170.18,S
52,31.0,162.56,S
47,44.0,154.94,S
58,23.0,170.18,S
47,32.0,157.48,S
54,48.0,162.56,S
55,34.0,167.64,S
52,51.0,172.72,S
64,30.0,154.94,S
54,32.0,172.72,S
54,37.0,154.94,S
55,30.0,167.64,S
53,28.0,157.48,S
61,49.0,165.1,S
57,29.0,172.72,S
56,29.0,152.4,S
54,37.0,170.18,S
56,34.0,175.26,S
58,31.0,160.02,S
56,27.0,175.26,S
47,42.0,157.48,S
56,33.0,160.02,S
62,49.0,165.1,S
58,26.0,162.56,S
58,31.0,175.26,S
54,32.0,162.56,S
54,34.0,162.56,S
52,29.0,157.48,S
56,32.0,167.64,S
49,34.0,160.02,S
54,33.0,157.48,S
49,29.0,157.48,S
55,30.0,167.64,S
56,34.0,170.18,S
51,28.0,154.94,S
48,33.0,167.64,S
49,26.0,170.18,S
52,30.0,152.4,S
58,32.0,170.18,S
59,33.0,170.18,S
61,35.0,170.18,S
47,60.0,154.94,S
56,29.0,165.1,S
48,26.0,162.56,S
53,31.0,157.48,S
63,30.0,172.72,S
52,29.0,170.18,S
56,32.0,160.02,S
49,29.0,157.48,S
54,38.0,162.56,S
54,31.0,162.56,S
54,37.0,154.94,S
52,25.0,157.48,S
53,47.0,154.94,S
53,33.0,152.4,S
52,22.0,165.1,S
45,37.0,154.94,S
47,29.0,160.02,S
55,34.0,157.48,S
49,38.0,160.02,S
54,35.0,170.18,S
47,53.0,157.48,S
65,27.0,157.48,S
52,38.0,160.02,S
63,32.0,177.8,S
49,91.0,160.02,S
61,30.0,167.64,S
56,26.0,157.48,S
55,23.0,170.18,S
54,37.0,165.1,S
54,32.0,177.8,S
54,35.0,165.1,S
53,29.0,170.18,S
54,28.0,157.48,S
52,29.0,160.02,S
61,30.0,165.1,S
52,20.0,165.1,S
54,53.0,167.64,S
53,43.0,167.64,S
50,53.0,157.48,S
57,38.0,162.56,S
54,67.0,165.1,S
52,23.0,160.02,S
54,33.0,162.56,S
50,27.0,165.1,S
58,29.0,162.56,S
56,41.0,162.56,S
52,30.0,157.48,S
52,28.0,160.02,S
54,40.0,162.56,S
56,33.0,167.64,S
54,31.0,170.18,S
65,28.0,165.1,S
56,27.0,167.64,S
52,26.0,152.4,S
58,26.0,177.8,S
56,26.0,162.56,S
51,41.0,160.02,S
49,39.0,160.02,S
53,35.0,160.02,S
54,27.0,162.56,S
52,32.0,162.56,S
55,27.0,162.56,S
54,32.0,157.48,S
54,43.0,160.02,S
52,37.0,157.48,S
52,30.0,160.02,S
54,22.0,170.18,S
56,34.0,167.64,S
53,28.0,157.48,S
47,33.0,152.4,S
53,29.0,160.02,S
55,37.0,170.18,S
54,27.0,167.64,S
54,30.0,165.1,S
52,40.0,172.72,S
56,29.0,157.48,S
52,32.0,167.64,S
56,27.0,160.02,S
53,29.0,160.02,S
58,32.0,167.64,S
56,39.0,170.18,S
54,31.0,162.56,S
54,36.0,162.56,S
53,21.0,154.94,S
52,26.0,162.56,S
52,32.0,162.56,S
56,31.0,165.1,S
52,31.0,154.94,S
49,63.0,154.94,S
50,40.0,160.02,S
56,37.0,160.02,S
42,26.0,160.02,S
56,34.0,157.48,S
52,26.0,170.18,S
49,34.0,157.48,S
56,23.0,162.56,S
61,25.0,170.18,S
